  
 ------------------------
 2D Mesh Quality Measures
 ------------------------
  
Signed Area     Aspect Ratio    Condition       Edge Ratio      Jacobian        Minimum Angle   Maximum Angle   Area Sign       
      9.3506E-01      1.1379E+00      1.0334E+00      1.2864E+00      7.4712E-01      7.5482E+01      9.8623E+01      1.0000E+00
      5.0325E-01      1.2169E+00      1.1118E+00      1.4793E+00      3.2939E-01      7.5239E+01      1.1533E+02      1.0000E+00
      5.2125E-01      1.2477E+00      1.1665E+00      1.5330E+00      3.7947E-01      6.8416E+01      1.1757E+02      1.0000E+00
      5.2120E-01      1.2477E+00      1.1659E+00      1.5325E+00      3.7941E-01      6.8466E+01      1.1755E+02      1.0000E+00
      5.0348E-01      1.2169E+00      1.1121E+00      1.4791E+00      3.2958E-01      7.5276E+01      1.1536E+02      1.0000E+00
      9.3521E-01      1.1380E+00      1.0335E+00      1.2862E+00      7.4737E-01      7.5460E+01      9.8586E+01      1.0000E+00
      9.9796E-01      1.0307E+00      1.0020E+00      1.0642E+00      9.6959E-01      8.8133E+01      9.1384E+01      1.0000E+00
      9.9796E-01      1.0307E+00      1.0020E+00      1.0642E+00      9.6959E-01      8.8133E+01      9.1384E+01      1.0000E+00
      7.6664E-01      1.4909E+00      1.3017E+00      1.8828E+00      3.6338E-01      6.5302E+01      1.2965E+02      1.0000E+00
      5.9620E-01      1.4356E+00      1.1541E+00      1.7099E+00      4.0314E-01      6.4112E+01      1.0649E+02      1.0000E+00
      8.6784E-01      1.1667E+00      1.0575E+00      1.3378E+00      6.6783E-01      7.1072E+01      9.7567E+01      1.0000E+00
      5.0199E-01      1.2065E+00      1.1582E+00      1.3575E+00      3.3615E-01      7.6928E+01      1.2028E+02      1.0000E+00
      5.2771E-01      1.4983E+00      1.2093E+00      1.6948E+00      3.8282E-01      6.1845E+01      1.1633E+02      1.0000E+00
      5.8840E-01      1.4326E+00      1.6538E+00      2.9364E+00      2.6841E-01      6.4953E+01      1.1894E+02      1.0000E+00
      6.4832E-01      1.2059E+00      1.2056E+00      1.7174E+00      4.7413E-01      6.9395E+01      1.0982E+02      1.0000E+00
      3.6567E-01      1.6162E+00      1.2975E+00      2.1085E+00      2.0736E-01      5.5237E+01      1.1057E+02      1.0000E+00
      3.5992E-01      1.2625E+00      1.1514E+00      1.4515E+00      2.8853E-01      6.2114E+01      1.1563E+02      1.0000E+00
      3.6018E-01      1.2618E+00      1.1506E+00      1.4523E+00      2.8843E-01      6.2160E+01      1.1550E+02      1.0000E+00
      3.6619E-01      1.6101E+00      1.2946E+00      2.1032E+00      2.0743E-01      5.5240E+01      1.1043E+02      1.0000E+00
      6.6447E-01      1.2281E+00      1.2011E+00      1.7715E+00      4.7806E-01      7.0237E+01      1.0941E+02      1.0000E+00
      6.6447E-01      1.2281E+00      1.2011E+00      1.7715E+00      4.7806E-01      7.0237E+01      1.0941E+02      1.0000E+00
